tpep_pickup_datetime,Date,Day_of_Week,Total_trips,Total_fare,Total_amount,speed_p50,duration_p50,duration_p95,distance_p50,distance_p95,avg_distance,revenue_per_trip,revenue_per_mile,Early Morning,Morning,Morning Rush,Midday,Evening Rush,Late Night,index_100_by_day_by_trips
2021-11-18 00:00:00-05:00,2021-11-18,Thursday,124249,1730638.74,1625381.3300000003,9.24,13.0,42.0,1.8,11.81,3.206104761598146,13.92879411504318,4.344336513720124,1229.25 / 1472.75,1052.67 / 858.33,5238.33 / 4923.33,6888.5 / 6748.0,7981.0 / 7984.67,7037.0 / 7314.2,126.54580638590416
2021-11-19 00:00:00-05:00,2021-11-19,Friday,125316,1736642.0599999998,1614713.62,9.31,12.0,42.0,1.8,12.17,3.230654205607477,13.858103195122728,4.289767492377918,1911.5 / 2246.0,1112.0 / 946.67,4764.67 / 4472.33,6721.17 / 6560.17,8018.33 / 8050.33,7131.6 / 7312.6,127.63253042725466
2021-11-20 00:00:00-05:00,2021-11-20,Saturday,121671,1644140.0799999998,1562595.76,10.37,12.0,36.0,1.9,11.4,3.2004409334900656,13.512998824699393,4.222446983592183,3644.5 / 3889.25,986.0 / 998.33,2804.33 / 2600.0,6801.5 / 6568.83,7382.67 / 7432.67,6553.0 / 6721.6,123.92015073585578
2021-11-21 00:00:00-05:00,2021-11-21,Sunday,96950,1388056.97,1265481.4600000002,11.8,11.0,35.0,2.01,15.42,3.6903020362691095,14.317245693656524,3.8797936369914985,3728.75 / 3743.5,945.67 / 993.0,2330.67 / 2156.0,5977.33 / 5800.83,5834.33 / 5966.67,3767.8 / 3964.8,98.74217039262616
2021-11-22 00:00:00-05:00,2021-11-22,Monday,104549,1440111.7100000002,1317185.1400000004,9.82,12.0,40.0,1.8,13.0,3.3106604874502605,13.77451443820601,4.160620877115657,660.0 / 787.75,987.67 / 803.0,4508.33 / 4278.33,6441.17 / 6311.17,7302.67 / 7392.67,4973.2 / 5221.8,106.48164179864541
2021-11-23 00:00:00-05:00,2021-11-23,Tuesday,111727,1582018.4500000002,1455641.0,8.82,13.0,45.0,1.75,12.2,3.1968069851953955,14.159678949582466,4.4293384703354395,792.5 / 955.0,1017.0 / 839.67,4937.0 / 4633.33,7097.83 / 6920.33,7152.0 / 7206.33,5330.4 / 5669.4,113.79233080409432
2021-11-24 00:00:00-05:00,2021-11-24,Wednesday,100823,1412232.96,1296217.61,9.21,12.0,45.0,1.74,12.7,3.2263263970165235,14.007051565614988,4.341496839515099,985.5 / 1118.5,917.0 / 773.33,4108.0 / 3855.33,6664.33 / 6482.67,6682.33 / 6901.67,4354.6 / 4572.4,102.68676478077099
2021-11-25 00:00:00-05:00,2021-11-25,Thursday,64902,908967.86,840546.3700000001,13.04,10.0,34.0,2.07,15.3,3.689999691805097,14.00523651043111,3.7954511850765433,1413.0 / 1467.0,726.33 / 682.0,1827.0 / 1751.33,3897.5 / 3793.33,4043.0 / 4168.0,3215.2 / 3294.0,66.10174670265316
2021-11-26 00:00:00-05:00,2021-11-26,Friday,84291,1112641.9100000001,1024617.6000000001,11.35,11.0,32.0,1.81,12.5,3.302915124335611,13.20000842320058,3.996591602588672,645.75 / 800.0,430.67 / 377.67,2111.33 / 1985.33,5427.83 / 5262.5,6098.33 / 6143.0,4644.0 / 4799.6,85.84916229566635
2021-11-27 00:00:00-05:00,2021-11-27,Saturday,97994,1364646.3499999999,1214373.91,11.31,11.0,35.0,1.9,15.32,3.5343954485151547,13.925815356042206,3.9401432418343187,1792.5 / 1995.5,596.33 / 596.33,1998.33 / 1839.67,5963.5 / 5755.0,6805.67 / 6833.67,5368.4 / 5534.6,99.80546926719967
2021-11-28 00:00:00-05:00,2021-11-28,Sunday,84669,1308685.08,1071845.9700000002,12.06,11.0,46.0,2.04,17.55,4.081844952632948,15.456484427594516,3.786737275302237,2522.25 / 2577.75,713.0 / 729.67,1996.67 / 1825.0,5302.17 / 5122.33,5527.33 / 5580.67,3611.2 / 3843.6,86.23414981921881
2021-11-29 00:00:00-05:00,2021-11-29,Monday,99855,1439057.4200000002,1229608.6600000001,10.29,12.0,42.0,1.83,16.3,3.6263384344203184,14.411470832707428,3.9742078951960065,657.0 / 764.25,963.67 / 777.67,4623.0 / 4349.0,6072.17 / 5978.17,7013.0 / 7096.67,4599.0 / 4851.8,101.70087080511279
2021-11-30 00:00:00-05:00,2021-11-30,Tuesday,111524,1575734.7500000002,1405726.7500000002,9.36,13.0,42.0,1.8,13.51,3.342905091554727,14.129108981026508,4.226617192615469,661.0 / 816.25,972.0 / 778.33,5089.33 / 4753.67,6552.5 / 6465.17,7565.67 / 7618.0,5736.8 / 6003.6,113.58557824514945
2021-12-01 00:00:00-05:00,2021-12-01,Wednesday,114037,1600210.5400000003,1460880.7999999998,9.35,13.0,40.0,1.8,12.21,3.249305959939664,14.032380192393699,4.318525393865841,853.0 / 1076.0,974.33 / 781.0,5122.67 / 4830.33,6539.0 / 6414.17,7680.67 / 7723.0,6011.6 / 6249.0,100.0
2021-12-02 00:00:00-05:00,2021-12-02,Thursday,120169,1720455.3599999999,1569016.5600000003,9.17,13.0,43.0,1.8,12.6,3.3015885579219826,14.316964941041366,4.336447927247614,1240.0 / 1499.0,1020.67 / 844.67,5139.0 / 4791.67,6779.33 / 6632.67,7687.33 / 7722.33,6598.4 / 6860.2,105.37720213614878
2021-12-03 00:00:00-05:00,2021-12-03,Friday,126923,1760043.9200000002,1627691.0500000003,9.28,13.0,41.0,1.8,12.0,3.222770266011094,13.86702110728552,4.302688646370528,1955.5 / 2266.25,1053.67 / 916.0,4797.33 / 4462.67,6718.83 / 6566.83,8172.33 / 8159.67,7343.6 / 7568.4,111.2998412795847
2021-12-04 00:00:00-05:00,2021-12-04,Saturday,123090,1674873.05,1572676.74,10.17,12.0,36.0,1.89,11.16,3.165294839296741,13.606897798358924,4.298814343338163,3720.25 / 3995.75,867.0 / 884.0,2796.33 / 2568.67,6870.83 / 6652.17,7548.0 / 7494.0,6670.0 / 6870.8,107.93865149030577
2021-12-05 00:00:00-05:00,2021-12-05,Sunday,101390,1511491.36,1337426.95,11.8,12.0,38.0,2.07,16.7,3.9174296170615737,14.907696617023374,3.8057464405618195,3898.5 / 3929.5,927.33 / 982.67,2392.0 / 2187.67,6132.67 / 5942.0,6000.0 / 6095.67,4208.4 / 4444.4,88.90973982128607
2021-12-06 00:00:00-05:00,2021-12-06,Monday,104671,1485802.7500000002,1319288.7000000004,10.11,12.0,42.0,1.83,14.9875,3.4772260332868363,14.194979984905086,4.081949139469405,753.5 / 873.0,992.0 / 810.67,4372.33 / 4121.0,6126.33 / 6008.0,7123.33 / 7248.33,5487.2 / 5718.2,91.78687618930698
2021-12-07 00:00:00-05:00,2021-12-07,Tuesday,118436,1616270.49,1501340.71,9.43,12.0,38.0,1.78,11.94,3.180317492484885,13.64678383261846,4.29109065119067,776.25 / 952.75,933.67 / 769.0,5217.0 / 4895.33,6806.33 / 6679.67,8157.0 / 8158.67,6314.0 / 6615.6,103.85751992774274
2021-12-08 00:00:00-05:00,2021-12-08,Wednesday,122737,1703592.12,1591630.69,9.05,13.0,40.0,1.77,11.6,3.150717521673945,13.880020857606102,4.405243981594602,1169.5 / 1387.25,947.0 / 795.33,5272.33 / 4918.67,6893.17 / 6753.83,7893.0 / 7907.33,6872.6 / 7160.2,107.62910283504476
2021-12-09 00:00:00-05:00,2021-12-09,Thursday,125888,1799821.47,1659344.4899999998,9.09,13.0,44.0,1.8,12.02,3.246154402243423,14.297005830579563,4.40444109097277,1389.25 / 1676.5,996.67 / 820.0,5435.33 / 5056.0,6958.17 / 6812.5,8000.0 / 8014.67,7057.2 / 7327.0,110.39224111472592
2021-12-10 00:00:00-05:00,2021-12-10,Friday,124010,1786489.59,1637104.1600000001,9.21,13.0,42.0,1.85,12.57,3.325471004266094,14.406012337714701,4.33199105895114,2318.25 / 2643.5,1071.33 / 923.67,4685.33 / 4372.0,6512.17 / 6357.0,7745.0 / 7754.0,7031.8 / 7229.0,108.74540719240247
2021-12-11 00:00:00-05:00,2021-12-11,Saturday,120284,1649393.69,1564204.8299999998,10.01,13.0,37.0,1.89,11.0,3.16309790651657,13.712494512985932,4.334793145029556,3842.75 / 4104.25,793.33 / 833.67,2681.0 / 2440.0,6681.0 / 6468.0,7211.0 / 7198.33,6554.2 / 6728.6,105.4780465989109
2021-12-12 00:00:00-05:00,2021-12-12,Sunday,99402,1498641.03,1335822.07,11.66,12.0,40.0,2.04,16.31,3.8345063989053445,15.076568177702661,3.931991140589655,4007.5 / 4050.25,907.33 / 970.0,2339.0 / 2129.67,5944.0 / 5737.17,5754.0 / 5905.0,4141.4 / 4352.8,87.16644597805974
2021-12-13 00:00:00-05:00,2021-12-13,Monday,103721,1454033.75,1317877.4500000002,10.09,12.0,39.0,1.81,14.07,3.4306618519125625,14.018701612980978,4.086638060489495,707.0 / 839.5,967.67 / 801.0,4655.67 / 4389.33,6221.67 / 6085.83,7158.33 / 7301.67,5043.6 / 5274.4,90.95381323605497
2021-12-14 00:00:00-05:00,2021-12-14,Tuesday,112322,1532996.17,1434512.1700000004,9.38,12.0,40.0,1.79,11.65,3.152127301542077,13.648227150513701,4.329986496791805,717.75 / 912.25,893.0 / 739.33,4996.33 / 4676.33,6611.67 / 6470.0,7573.0 / 7641.67,5878.8 / 6136.2,98.49610214228716
2021-12-15 00:00:00-05:00,2021-12-15,Wednesday,116591,1599281.2499999998,1500911.6,9.4,12.0,40.0,1.8,11.653499999999912,3.1810094017533928,13.71702146820938,4.31241215915487,1107.75 / 1315.75,931.33 / 781.0,5045.67 / 4729.0,6828.5 / 6660.83,7746.67 / 7793.67,6003.6 / 6290.4,102.23962398169016
2021-12-16 00:00:00-05:00,2021-12-16,Thursday,117856,1663121.7,1541478.47,9.48,13.0,42.0,1.8,12.4,3.3030525761998506,14.111472474884605,4.272350780828645,1258.75 / 1488.25,988.33 / 811.33,4924.67 / 4632.33,6851.0 / 6686.5,7736.0 / 7804.67,6153.6 / 6407.8,103.3489130720731
2021-12-17 00:00:00-05:00,2021-12-17,Friday,115321,1624559.9600000004,1498694.58,9.87,12.0,41.0,1.84,13.36,3.3891375347978037,14.087286443926088,4.156783214267447,1667.0 / 1905.25,982.0 / 836.0,4268.0 / 4012.33,6661.5 / 6504.5,7622.0 / 7679.67,6013.6 / 6217.8,101.12595034944798
2021-12-18 00:00:00-05:00,2021-12-18,Saturday,103016,1368912.2,1285358.64,10.74,11.0,34.0,1.82,12.1,3.2291791167933517,13.288345499728196,4.114796787391046,2428.75 / 2588.25,721.0 / 704.0,2524.67 / 2312.33,6331.5 / 6164.0,6844.33 / 6913.33,5008.4 / 5178.0,90.33559283390478
2021-12-19 00:00:00-05:00,2021-12-19,Sunday,84732,1212896.19,1110991.4400000002,11.81,11.0,35.0,1.91,15.64550000000003,3.653493331759708,14.314499716754,3.9179927526112683,2047.25 / 2094.5,649.33 / 647.67,2029.67 / 1862.0,5752.83 / 5569.17,5597.67 / 5775.67,3439.2 / 3616.6,74.30220016310496
2021-12-20 00:00:00-05:00,2021-12-20,Monday,87625,1206209.9,1114145.69,10.63,11.0,39.0,1.8,14.45,3.4078605585419015,13.765590870185449,4.039412379160206,538.5 / 623.0,806.67 / 677.67,3829.33 / 3601.67,5943.83 / 5820.5,6175.33 / 6372.33,3474.8 / 3651.0,76.8390960828503
2021-12-21 00:00:00-05:00,2021-12-21,Tuesday,86655,1167088.53,1106596.51,10.37,11.0,37.0,1.79,13.556499999999943,3.292016318899455,13.46821914488489,4.091433230771302,514.5 / 587.5,750.33 / 639.33,3590.0 / 3368.33,5976.17 / 5840.67,6180.33 / 6347.33,3435.6 / 3639.2,75.9884949621614
2021-12-22 00:00:00-05:00,2021-12-22,Wednesday,85543,1150513.56,1089895.7000000002,10.29,11.0,38.0,1.76,13.46,3.271593831836887,13.44953485381621,4.111040301762881,563.75 / 645.5,750.67 / 631.67,3421.67 / 3232.33,5870.0 / 5722.83,6118.33 / 6313.67,3439.2 / 3618.2,75.01337285267063
2021-12-23 00:00:00-05:00,2021-12-23,Thursday,82125,1103366.2,1045786.3700000001,10.52,11.0,38.0,1.74,14.0725,3.305039091041941,13.435204870624048,4.064999094060269,580.75 / 674.25,636.0 / 551.67,2999.0 / 2791.67,5909.0 / 5766.17,5838.0 / 6013.67,3185.8 / 3352.0,72.01610003770706
2021-12-24 00:00:00-05:00,2021-12-24,Friday,65104,834629.2,788608.1900000001,12.08,10.0,31.0,1.75,12.86949999999997,3.237036189364382,12.819937331039567,3.960482167326273,656.75 / 728.25,459.33 / 431.67,1831.0 / 1685.67,4621.17 / 4523.5,4756.67 / 4871.67,2721.8 / 2816.6,57.090242640546485
2021-12-25 00:00:00-05:00,2021-12-25,Saturday,37983,563409.97,494725.0400000001,13.65,10.0,31.0,2.09,17.289499999999972,4.017302406403033,14.833214069452122,3.6919791239771387,712.25 / 765.75,278.33 / 255.33,831.67 / 787.0,2402.5 / 2332.67,2562.0 / 2590.67,1940.6 / 2005.0,33.30761068775924
2021-12-26 00:00:00-05:00,2021-12-26,Sunday,51241,799735.18,661533.6,12.64,12.0,36.0,2.1,17.5,4.142164340782668,15.607329677406765,3.7668688198184825,459.0 / 537.25,287.33 / 268.0,1180.33 / 1067.33,3513.17 / 3375.33,3962.0 / 4055.0,2407.4 / 2533.8,44.933661881669984
2021-12-27 00:00:00-05:00,2021-12-27,Monday,65204,935167.1299999999,799298.8,12.07,11.0,34.0,1.93,17.2,3.845603901780647,14.342174253113305,3.7296164729134853,509.25 / 577.25,510.0 / 445.0,2133.33 / 2012.33,4508.0 / 4390.5,4645.33 / 4760.33,2850.6 / 2979.8,57.17793347773091
2021-12-28 00:00:00-05:00,2021-12-28,Tuesday,70214,999722.8899999999,853730.5300000001,11.63,11.0,35.0,1.92,16.8,3.733853329915114,14.2382272766115,3.8131063423051357,484.25 / 591.5,488.67 / 424.33,2234.33 / 2073.67,4886.67 / 4762.5,5020.33 / 5162.0,3145.4 / 3258.6,61.57124442067048
2021-12-29 00:00:00-05:00,2021-12-29,Wednesday,70312,994201.72,857218.54,11.61,11.0,35.0,1.91,16.679499999999972,3.6955807800631564,14.139858345659347,3.826281722301023,620.75 / 720.5,537.0 / 468.33,2205.0 / 2060.33,4690.83 / 4572.33,5073.33 / 5190.67,3247.6 / 3367.6,61.65718144111122
2021-12-30 00:00:00-05:00,2021-12-30,Thursday,73263,1039629.74,910812.8200000001,11.66,11.0,36.0,1.95,16.6,3.717003835810912,14.190379045357137,3.8171828087464,789.5 / 912.5,542.67 / 471.33,2222.0 / 2100.0,4852.5 / 4726.17,5166.0 / 5256.0,3439.6 / 3554.8,64.24493804642353
2021-12-31 00:00:00-05:00,2021-12-31,Friday,65803,893597.16,800590.49,12.45,10.0,31.0,1.93,15.2,3.5550970349994677,13.579884807683541,3.8195839273312444,1220.25 / 1278.75,438.33 / 428.33,1491.67 / 1391.33,4076.5 / 3969.33,4332.0 / 4418.33,3535.4 / 3631.6,57.703201592465604
